Address,Coordinates
1029 1051 W NORTH SHORE AVE,"{'latitude': 42.0035778, 'longitude': -87.6578321}"
20 N Clark St,"{'latitude': 41.8823002, 'longitude': -87.6310701}"
619 S LaSalle,"{'latitude': 41.8738264, 'longitude': -87.6313631}"
560 - 566 W Lake St,"{'latitude': 41.8859919, 'longitude': -87.6424658}"
551 555 N PINE AVE,"{'latitude': 41.8904413, 'longitude': -87.76277669999999}"
1410 N STATE PKWY,"{'latitude': 41.9082456, 'longitude': -87.629251}"
2110 W Greenleaf Ave,"{'latitude': 42.0103833, 'longitude': -87.68540949999999}"
1835 W HARRISON ST,"{'latitude': 41.8737811, 'longitude': -87.6729212}"
3024 W Harrison,"{'latitude': 41.8740939, 'longitude': -87.70202809999999}"
1000 W LELAND AVE,"{'latitude': 41.9673758, 'longitude': -87.65517799999999}"
1518 W Granville Ave,"{'latitude': 41.9947348, 'longitude': -87.668503}"
179 E LAKESHORE DR,"{'latitude': 41.90063079999999, 'longitude': -87.6226581}"
315 N RACINE AVE,"{'latitude': 41.8873204, 'longitude': -87.65662789999999}"
1960 N Lincoln Park West,"{'latitude': 41.9180447, 'longitude': -87.6370218}"
5630  S MICHIGAN AVE,"{'latitude': 41.7917906, 'longitude': -87.6228716}"
5248 S Sawyer Ave,"{'latitude': 41.797582, 'longitude': -87.70526199999999}"
2290 S Grove Street,"{'latitude': 41.8506749, 'longitude': -87.6409346}"
5540  S HYDE PARK BLVD,"{'latitude': 41.79412, 'longitude': -87.5842565}"
3845  S STATE ST,"{'latitude': 41.824175, 'longitude': -87.6261378}"
707 E 37th St,"{'latitude': 41.8276839, 'longitude': -87.60836139999999}"
4945 N Sheridan Rd,"{'latitude': 41.9729962, 'longitude': -87.6545632}"
2322 2326 N COMMONWEALTH AVE,"{'latitude': 41.9246721, 'longitude': -87.6385165}"
1531 N Clybourn Ave,"{'latitude': 41.90949579999999, 'longitude': -87.64648559999999}"
1147 N Western Ave,"{'latitude': 41.90261690000001, 'longitude': -87.6861292}"
11220 S Wallace St,"{'latitude': 41.6897069, 'longitude': -87.63784}"
513 W 72nd St,"{'latitude': 41.7621525, 'longitude': -87.6358731}"
30 W Chicago,"{'latitude': 41.8969106, 'longitude': -87.6293883}"
5201 S Cornell Ave,"{'latitude': 41.800876, 'longitude': -87.5856165}"
150 N Clinton St,"{'latitude': 41.8847664, 'longitude': -87.6417075}"
240 N Ashland Ave,"{'latitude': 41.886503, 'longitude': -87.6674376}"
1825 W Lawrence Ave,"{'latitude': 41.9684929, 'longitude': -87.6757628}"
3600 N Lake Shore Dr,"{'latitude': 41.9489369, 'longitude': -87.6441842}"
7200  S SOUTH SHORE DR,"{'latitude': 41.7655242, 'longitude': -87.5622693}"
3330 N Western Ave,"{'latitude': 41.9417343, 'longitude': -87.68954529999999}"
10355 S WOODLAWN AVE,"{'latitude': 41.704315, 'longitude': -87.5933002}"
211 E Ontario St,"{'latitude': 41.8932642, 'longitude': -87.6221005}"
1414 E 59th St,"{'latitude': 41.7882466, 'longitude': -87.5909896}"
3456 W 38th Street,"{'latitude': 41.8252482, 'longitude': -87.7114118}"
6830  N SHERIDAN RD,"{'latitude': 42.0063811, 'longitude': -87.66138289999999}"
2350 N Racine Ave,"{'latitude': 41.9247659, 'longitude': -87.65876759999999}"
404 W HARRISON ST,"{'latitude': 41.8745238, 'longitude': -87.6381522}"
118 S Clinton St,"{'latitude': 41.8799395, 'longitude': -87.6414479}"
60 E 32nd Street,"{'latitude': 41.8366505, 'longitude': -87.6247602}"
1200  E 78TH ST,"{'latitude': 41.7539344, 'longitude': -87.5951413}"
6740 S Paulina St,"{'latitude': 41.7711562, 'longitude': -87.6666666}"
6530 W Irving Park Rd,"{'latitude': 41.9531393, 'longitude': -87.79027769999999}"
3000 N SHERIDAN RD,"{'latitude': 41.9368702, 'longitude': -87.6397041}"
844 W 32nd St,"{'latitude': 41.8365596, 'longitude': -87.64804649999999}"
5801 N Pulaski Rd - Bldg G,"{'latitude': 41.9839018, 'longitude': -87.72379769999999}"
7353  S CICERO AVE,"{'latitude': 41.7587638, 'longitude': -87.7409553}"
630 644 W ADDISON ST,"{'latitude': 41.9475522, 'longitude': -87.64698910000001}"
125 S Clark St,"{'latitude': 41.8799468, 'longitude': -87.6306625}"
659 W Randolph St,"{'latitude': 41.8843205, 'longitude': -87.6446587}"
2031 S Peoria St,"{'latitude': 41.8543824, 'longitude': -87.6478942}"
740 W FULTON ST,"{'latitude': 41.88717949999999, 'longitude': -87.64724059999999}"
3454 - 3620 E 118th St,"{'latitude': 41.6822765, 'longitude': -87.53564469999999}"
1530 1534 N STATE PKWY,"{'latitude': 41.9106302, 'longitude': -87.6292089}"
424  W DIVERSEY PKWY,"{'latitude': 41.9330049, 'longitude': -87.64041979999999}"
5401 S Union Ave,"{'latitude': 41.7961767, 'longitude': -87.64278290000001}"
3041 S Michigan Ave,"{'latitude': 41.8391573, 'longitude': -87.62279439999999}"
2201 Lakeside Blvd,"{'latitude': 41.9682375, 'longitude': -87.6517103}"
2532 2554 NARRAGANSETT AVE,"{'latitude': 41.9270231, 'longitude': -87.78855329999999}"
1949 1959 E 71ST ST,"{'latitude': 41.7659805, 'longitude': -87.5766122}"
1540 W 84TH ST,"{'latitude': 41.7415337, 'longitude': -87.6621974}"
4700  S COTTAGE GROVE AVE,"{'latitude': 41.809298, 'longitude': -87.606821}"
11513 S Ada St,"{'latitude': 41.68468559999999, 'longitude': -87.65552459999999}"
850 S CLARK ST,"{'latitude': 41.8711781, 'longitude': -87.6311844}"
39 S STATE ST,"{'latitude': 41.8809048, 'longitude': -87.627496}"
505 N Lake Shore Dr,"{'latitude': 41.8917026, 'longitude': -87.6126117}"
3030 W 21st Pl,"{'latitude': 41.8533384, 'longitude': -87.70128559999999}"
40 E Oak St,"{'latitude': 41.9009024, 'longitude': -87.62678079999999}"
200  N CENTRAL AVE,"{'latitude': 41.8844016, 'longitude': -87.76556629999999}"
849 863 W BUENA AVE,"{'latitude': 41.9583478, 'longitude': -87.65217419999999}"
832 854 W FULTON MARKET,"{'latitude': 41.8869395, 'longitude': -87.64962709999999}"
7300 S SOUTH SHORE DR,"{'latitude': 41.7638036, 'longitude': -87.5608745}"
5000 S East End Ave,"{'latitude': 41.8042397, 'longitude': -87.5857711}"
225 E Chicago Ave,"{'latitude': 41.8959299, 'longitude': -87.6215421}"
7600 N Bosworth,"{'latitude': 42.01964299999999, 'longitude': -87.669806}"
333 S Ashland Ave,"{'latitude': 41.8765542, 'longitude': -87.66620689999999}"
6938 S E End Ave,"{'latitude': 41.7689831, 'longitude': -87.5832391}"
1010 W 35TH ST,"{'latitude': 41.8308544, 'longitude': -87.6526037}"
7301 N SHERIDAN RD,"{'latitude': 42.0141609, 'longitude': -87.66369999999999}"
7240 S Wabash Ave,"{'latitude': 41.7623909, 'longitude': -87.6237301}"
5225  S HARPER AVE,"{'latitude': 41.8001548, 'longitude': -87.5887764}"
8045 S Kenwood Ave,"{'latitude': 41.7488548, 'longitude': -87.5911703}"
5757 N Sheridan Rd,"{'latitude': 41.9870908, 'longitude': -87.6547952}"
151 - 155 N Michigan Ave,"{'latitude': 41.8848316, 'longitude': -87.6241599}"
770 N Halsted St,"{'latitude': 41.8961494, 'longitude': -87.6483137}"
14 E Jackson Blvd,"{'latitude': 41.8783901, 'longitude': -87.6270447}"
990 N Lake Shore Dr,"{'latitude': 41.9003001, 'longitude': -87.6201438}"
318 W Adams St,"{'latitude': 41.8796844, 'longitude': -87.6360405}"
4930 S Langley Ave,"{'latitude': 41.8050474, 'longitude': -87.60926529999999}"
1312 S Racine Ave,"{'latitude': 41.8649039, 'longitude': -87.6577277}"
1035 W Van Buren St,"{'latitude': 41.876299, 'longitude': -87.6537208}"
253 E DELAWARE PL,"{'latitude': 41.8991543, 'longitude': -87.61996599999999}"
1118 N State Street,"{'latitude': 41.9024809, 'longitude': -87.62870550000001}"
5700 W BERTEAU AVE,"{'latitude': 41.9574268, 'longitude': -87.7706448}"
2951 S King Dr,"{'latitude': 41.8404318, 'longitude': -87.6164311}"
3720 S DEARBORN ST,"{'latitude': 41.8268114, 'longitude': -87.62800109999999}"
7345 N Washtenaw Ave,"{'latitude': 42.0152618, 'longitude': -87.69665409999999}"
601 W Polk Street,"{'latitude': 41.8718143, 'longitude': -87.64295890000001}"
3222 W Maypole Ave,"{'latitude': 41.8837976, 'longitude': -87.70711899999999}"
4344 4360 N BROADWAY,"{'latitude': 41.9615762, 'longitude': -87.65525099999999}"
2216 W Hirsch St,"{'latitude': 41.9073574, 'longitude': -87.6829277}"
4 E ELM ST,"{'latitude': 41.9034366, 'longitude': -87.6282808}"
1342 W TAYLOR ST,"{'latitude': 41.8696168, 'longitude': -87.6606561}"
1554 N Talman Ave,"{'latitude': 41.909987, 'longitude': -87.69348269999999}"
4424 S COTTAGE GROVE AVE,"{'latitude': 41.8143993, 'longitude': -87.6070993}"
2727 N Long Ave,"{'latitude': 41.9300492, 'longitude': -87.7607268}"
401 W ONTARIO ST,"{'latitude': 41.8928977, 'longitude': -87.6387611}"
3450 S State Street,"{'latitude': 41.831678, 'longitude': -87.6271429}"
25 E Pearson St,"{'latitude': 41.8973365, 'longitude': -87.6271474}"
626 640 N Michigan,"{'latitude': 41.893906, 'longitude': -87.624641}"
3500 S Sangamon,"{'latitude': 41.8304164, 'longitude': -87.6497395}"
1643 N Milwaukee Avenue,"{'latitude': 41.9115279, 'longitude': -87.67875529999999}"
5736 5752 S STONY ISLAND AVE,"{'latitude': 41.7902271, 'longitude': -87.5868639}"
2455 S Damen Ave,"{'latitude': 41.8467304, 'longitude': -87.6755149}"
1001 S STATE ST,"{'latitude': 41.8700172, 'longitude': -87.62704509999999}"
7616  S SOUTH SHORE DR,"{'latitude': 41.7582679, 'longitude': -87.5550272}"
230 E Ohio St,"{'latitude': 41.89278909999999, 'longitude': -87.6216676}"
5900 N Nina Ave,"{'latitude': 41.9892457, 'longitude': -87.80270379999999}"
6125  S KENWOOD AVE,"{'latitude': 41.7834634, 'longitude': -87.59278859999999}"
1655 E 95th St,"{'latitude': 41.7204697, 'longitude': -87.5827383}"
2501 N ELSTON AVE,"{'latitude': 41.92725679999999, 'longitude': -87.68026449999999}"
1237 W Fullerton Ave,"{'latitude': 41.9249805, 'longitude': -87.6596935}"
804 W MONTROSE AVE,"{'latitude': 41.96201490000001, 'longitude': -87.6502464}"
225 W Wacker Dr,"{'latitude': 41.8863046, 'longitude': -87.6350769}"
3828 W Taylor St,"{'latitude': 41.8692484, 'longitude': -87.72161}"
4040  N SHERIDAN RD,"{'latitude': 41.955844, 'longitude': -87.65494509999999}"
1424 N Cleaver Street,"{'latitude': 41.907862, 'longitude': -87.6645564}"
412 N Wells St,"{'latitude': 41.889761, 'longitude': -87.63433599999999}"
13100 S Carver Dr,"{'latitude': 41.6591357, 'longitude': -87.5940572}"
3663 S Wabash Ave,"{'latitude': 41.8282209, 'longitude': -87.62442}"
1447 S Ashland Ave,"{'latitude': 41.8619302, 'longitude': -87.6658203}"
1140 N La Salle Dr,"{'latitude': 41.9032161, 'longitude': -87.63363629999999}"
421  W BARRY AVE,"{'latitude': 41.9374481, 'longitude': -87.6404971}"
1920 N Clark St,"{'latitude': 41.9171821, 'longitude': -87.63552380000002}"
300 N Central Park Ave,"{'latitude': 41.8864959, 'longitude': -87.717822}"
421  E 62ND ST,"{'latitude': 41.7819001, 'longitude': -87.6147278}"
1550 N Wieland St,"{'latitude': 41.910823, 'longitude': -87.63598619999999}"
800 E 55th St,"{'latitude': 41.7953276, 'longitude': -87.6052741}"
11710 S Morgan St,"{'latitude': 41.6808757, 'longitude': -87.64739949999999}"
35 N State St,"{'latitude': 41.8830486, 'longitude': -87.6273531}"
625 631 W JACKSON BLVD,"{'latitude': 41.8777905, 'longitude': -87.64349779999999}"
7455 7469 N GREENVIEW AVE,"{'latitude': 42.0179634, 'longitude': -87.6679494}"
1375 Fulton,"{'latitude': 41.8865014, 'longitude': -87.66176209999999}"
1335 W FARGO AVE,"{'latitude': 42.017028, 'longitude': -87.6641882}"
5504 S Michigan Ave,"{'latitude': 41.7941923, 'longitude': -87.6228021}"
730 South Clark Street,"{'latitude': 41.872495, 'longitude': -87.63078}"
5839  S HARLEM AVE,"{'latitude': 41.7853477, 'longitude': -87.80091689999999}"
2219 N Kenmore Ave,"{'latitude': 41.922276, 'longitude': -87.6544823}"
2440 N Lakeview Ave,"{'latitude': 41.926659, 'longitude': -87.6395682}"
4626 W Diversey Ave,"{'latitude': 41.9342784, 'longitude': -87.74302349999999}"
6301 N Sheridan Rd,"{'latitude': 41.9967345, 'longitude': -87.65506880000001}"
11 S LaSalle St,"{'latitude': 41.8737637, 'longitude': -87.6314206}"
24 E Congress Pkwy,"{'latitude': 41.8758255, 'longitude': -87.62653750000001}"
1311 N Halsted,"{'latitude': 41.9052928, 'longitude': -87.6478946}"
300  S DAMEN AVE,"{'latitude': 41.8768313, 'longitude': -87.67704619999999}"
7416 N Ridge Rd,"{'latitude': 42.016486, 'longitude': -87.6850013}"
1119 N Cleveland Ave,"{'latitude': 41.9020017, 'longitude': -87.6405385}"
2701 W Foster Ave,"{'latitude': 41.975251, 'longitude': -87.6968584}"
455 N Cityfront Plaza Dr,"{'latitude': 41.8900725, 'longitude': -87.6208091}"
4655 S Dearborn St,"{'latitude': 41.8098039, 'longitude': -87.6269007}"
3750 W OGDEN AVE,"{'latitude': 41.8533011, 'longitude': -87.71918529999999}"
747 N Wabash Ave,"{'latitude': 41.896345, 'longitude': -87.6266216}"
2071 N Southport Avenue,"{'latitude': 41.9200689, 'longitude': -87.66301550000001}"
3633 N California,"{'latitude': 41.9485024, 'longitude': -87.6974608}"
1901 1945 CARROLL AVE,"{'latitude': 41.8875541, 'longitude': -87.6762778}"
3137 S FEDERAL ST,"{'latitude': 41.8370216, 'longitude': -87.6283629}"
625  W WRIGHTWOOD AVE,"{'latitude': 41.9291402, 'longitude': -87.64384500000001}"
121 N LaSalle St,"{'latitude': 41.88387780000001, 'longitude': -87.63221039999999}"
5101 S PRINCETON,"{'latitude': 41.8017752, 'longitude': -87.6332068}"
100 N LaSalle St,"{'latitude': 41.8833548, 'longitude': -87.63286910000001}"
3300 S FEDERAL ST,"{'latitude': 41.83502, 'longitude': -87.629116}"
913 949 W North Ave,"{'latitude': 41.91071549999999, 'longitude': -87.65294140000002}"
2950 N SHERIDAN RD,"{'latitude': 41.9358158, 'longitude': -87.6398195}"
4900 4918 S DREXEL BLVD,"{'latitude': 41.8053022, 'longitude': -87.6045785}"
833  W BUENA AVE,"{'latitude': 41.9582759, 'longitude': -87.6512542}"
400 S State St,"{'latitude': 41.876515, 'longitude': -87.62823999999999}"
5025 N Laramie Ave,"{'latitude': 41.9720866, 'longitude': -87.75690949999999}"
6236-44 S King Dr,"{'latitude': 41.7809693, 'longitude': -87.6158483}"
532 542 W BRIAR PL,"{'latitude': 41.9389825, 'longitude': -87.64355309999999}"
3946 N Ravenswood Ave,"{'latitude': 41.9538231, 'longitude': -87.6744516}"
999  N LAKE SHORE DR,"{'latitude': 41.900626, 'longitude': -87.6200209}"
20  E CEDAR ST,"{'latitude': 41.9027395, 'longitude': -87.62741}"
5735 S Ellis Ave,"{'latitude': 41.7904924, 'longitude': -87.60098190000001}"
190 S LaSalle St,"{'latitude': 41.8797372, 'longitude': -87.63264869999999}"
30 E Lake St,"{'latitude': 41.8860252, 'longitude': -87.62685309999999}"
4929 N Sawyer Ave,"{'latitude': 41.9710853, 'longitude': -87.7094226}"
1430  N LAKE SHORE DR,"{'latitude': 41.9087119, 'longitude': -87.6264892}"
7645  N SHERIDAN RD,"{'latitude': 42.0207256, 'longitude': -87.66611100000001}"
2000 - 2052 N Lincoln Park West,"{'latitude': 41.91992399999999, 'longitude': -87.6366211}"
7321 S South Shore Dr,"{'latitude': 41.7636521, 'longitude': -87.5594386}"
2550 N Lakeview Ave,"{'latitude': 41.9291251, 'longitude': -87.63959659999999}"
6640 50 W Belden Ave,"{'latitude': 41.9226362, 'longitude': -87.7285543}"
1700 E 56th St,"{'latitude': 41.7936212, 'longitude': -87.5832058}"
5100  S HYDE PARK BLVD,"{'latitude': 41.8022266, 'longitude': -87.5858805}"
7601 S KOSTNER AVE,"{'latitude': 41.7545231, 'longitude': -87.7318998}"
5631 5635 N KENMORE AVE,"{'latitude': 41.98471, 'longitude': -87.65624009999999}"
2026  N CLARK ST,"{'latitude': 41.9192204, 'longitude': -87.6367549}"
4048  S LAKE PARK AVE,"{'latitude': 41.8210263, 'longitude': -87.6017324}"
645 N Michigan Ave,"{'latitude': 41.8938333, 'longitude': -87.6237546}"
111 S Wacker,"{'latitude': 41.8802886, 'longitude': -87.6364499}"
626 W Jackson Blvd,"{'latitude': 41.8782611, 'longitude': -87.6433861}"
219 227 E LAKE SHORE DR,"{'latitude': 41.9009368, 'longitude': -87.6208902}"
321  N CENTRAL AVE,"{'latitude': 41.8862934, 'longitude': -87.7643976}"
1111  N FRANCISCO AVE,"{'latitude': 41.9016868, 'longitude': -87.69906470000001}"
7130 S CYRIL CT,"{'latitude': 41.7651178, 'longitude': -87.5773531}"
330 N Jefferson Ct,"{'latitude': 41.8876953, 'longitude': -87.6437642}"
555 W Madison St,"{'latitude': 41.88119, 'longitude': -87.6419131}"
11 E Adams St,"{'latitude': 41.8793984, 'longitude': -87.6271357}"
4521 4523 N MALDEN ST,"{'latitude': 41.9642775, 'longitude': -87.6620456}"
5 E 14th Pl,"{'latitude': 41.8621737, 'longitude': -87.6268692}"
416 N LARAMIE AVE,"{'latitude': 41.8883984, 'longitude': -87.755732}"
33 N LaSalle St,"{'latitude': 41.88279780000001, 'longitude': -87.63217279999999}"
1300 W Jackson Blvd,"{'latitude': 41.8784683, 'longitude': -87.6605689}"
6059 S Wabash Ave,"{'latitude': 41.7845841, 'longitude': -87.62333459999999}"
832 W Sheridan Rd,"{'latitude': 41.9530738, 'longitude': -87.650688}"
5309 5343 S HARPER AVE,"{'latitude': 41.7985221, 'longitude': -87.58886269999999}"
8300 S Cottage Grove Ave,"{'latitude': 41.74366149999999, 'longitude': -87.60546020000001}"
1244 N Dearborn St,"{'latitude': 41.9052116, 'longitude': -87.6302571}"
407 415 S DEARBORN ST,"{'latitude': 41.8764441, 'longitude': -87.628985}"
1016 1030 W BALMORAL AVE,"{'latitude': 41.980033, 'longitude': -87.65651749999999}"
1626  W 87TH ST,"{'latitude': 41.73614329999999, 'longitude': -87.664531}"
3201 N ASHLAND AVE,"{'latitude': 41.9399847, 'longitude': -87.668204}"
2740 2750 N HAMPDEN CT,"{'latitude': 41.931719, 'longitude': -87.6431604}"
3849 W 69th Pl,"{'latitude': 41.7666883, 'longitude': -87.7185271}"
411 - 415 S Wells St,"{'latitude': 41.876324, 'longitude': -87.6333306}"
3900 N Lake Shore Dr,"{'latitude': 41.9532673, 'longitude': -87.64527960000001}"
4447 N Kedzie Ave,"{'latitude': 41.9626262, 'longitude': -87.7080957}"
2130 2140 W Fulton St,"{'latitude': 41.886947, 'longitude': -87.6811535}"
5000  S CORNELL AVE,"{'latitude': 41.8043335, 'longitude': -87.58665900000001}"
5650 N Mozart St,"{'latitude': 41.9837696, 'longitude': -87.7009418}"
405 N Wabash Ave,"{'latitude': 41.8897553, 'longitude': -87.626013}"
7355 S Jeffrey Blvd,"{'latitude': 41.7611911, 'longitude': -87.57551989999999}"
123 N Desplaines St,"{'latitude': 41.8836125, 'longitude': -87.6438774}"
1154 S Clark St,"{'latitude': 41.8681654, 'longitude': -87.6311449}"
2400 S Marshall Blvd,"{'latitude': 41.8479306, 'longitude': -87.69977809999999}"
3900  W BRYN MAWR AVE,"{'latitude': 41.9834357, 'longitude': -87.726518}"
1522 W Fillmore Blvd,"{'latitude': 41.8686648, 'longitude': -87.664863}"
4612 - 4730 W Irving Park Rd,"{'latitude': 41.9536732, 'longitude': -87.7462493}"
8 E Huron St,"{'latitude': 41.8950404, 'longitude': -87.6279193}"
1335 1343 N ASTOR ST,"{'latitude': 41.9071492, 'longitude': -87.6273379}"
2910 W Washington Blvd,"{'latitude': 41.883306, 'longitude': -87.69924759999999}"
1717 N Crilly Ct,"{'latitude': 41.9134684, 'longitude': -87.6355329}"
375 425 W Erie St,"{'latitude': 41.8937086, 'longitude': -87.6395052}"
936  E 47TH ST,"{'latitude': 41.8098754, 'longitude': -87.6024757}"
1300 S Lake Shore Dr,"{'latitude': 41.8663303, 'longitude': -87.6063721}"
5110 N Damen Ave,"{'latitude': 41.9750696, 'longitude': -87.6800719}"
5514 5524 S CORNELL AVE,"{'latitude': 41.7945154, 'longitude': -87.58610589999999}"
517 525 W BROMPTON AVE,"{'latitude': 41.947243, 'longitude': -87.64386999999999}"
2430 2458 W GEORGE ST,"{'latitude': 41.934349, 'longitude': -87.689711}"
3814 W Iowa St,"{'latitude': 41.8975201, 'longitude': -87.72211030000001}"
61 E Banks Street,"{'latitude': 41.9065474, 'longitude': -87.62688190000001}"
1448 N Lake Shore Dr,"{'latitude': 41.9092734, 'longitude': -87.626852}"
401 S Clinton St,"{'latitude': 41.8763431, 'longitude': -87.6406209}"
4555 N SHERIDAN RD,"{'latitude': 41.9652992, 'longitude': -87.6545142}"
140 S Dearborn St,"{'latitude': 41.8797985, 'longitude': -87.62954719999999}"
990 W Fullerton Ave,"{'latitude': 41.9256256, 'longitude': -87.6532351}"
20 N State St,"{'latitude': 41.88270800000001, 'longitude': -87.6281111}"
1411 S Michigan Avenue,"{'latitude': 41.8637181, 'longitude': -87.623818}"
8915  S LOOMIS ST,"{'latitude': 41.7317032, 'longitude': -87.657793}"
537  S DEARBORN ST,"{'latitude': 41.8749407, 'longitude': -87.6290113}"
400 N McClurg Ct,"{'latitude': 41.8891808, 'longitude': -87.61781719999999}"
6700  S CONSTANCE AVE,"{'latitude': 41.7731202, 'longitude': -87.5807501}"
6350 N Kenmore Ave,"{'latitude': 41.9978989, 'longitude': -87.6572142}"
3859 S. Vincennes Avenue,"{'latitude': 41.8241142, 'longitude': -87.61219969999999}"
333 S Wabash Ave,"{'latitude': 41.8774278, 'longitude': -87.6257456}"
800 N Kedzie Ave,"{'latitude': 41.8966534, 'longitude': -87.7068862}"
